id	pathogen_nm	url	image	taxonomy	binomial_nm	synonyms	status
143	Citrus Melanose	https://en.wikipedia.org/wiki/Diaporthe_citri	https://upload.wikimedia.org/wikipedia/commons/a/ad/Diaporthe_citri_%2810.3897-mycokeys.77.59999%29_Figure_4.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Diaporthales,Family:Diaporthaceae,Genus:Diaporthe	Diaporthe citri	Phomopsis californica,Phomopsis caribaea,Phomopsis citri,Phomopsis cytosporella	
144	Citrus rind borer	https://en.wikipedia.org/wiki/Prays_endocarpa	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Praydidae,Genus:Prays	Prays endocarpa		 getSynonyms 020: Synonyms not found
145	Citrus scab	https://en.wikipedia.org/wiki/Elsino%C3%AB_fawcettii	https://upload.wikimedia.org/wikipedia/commons/1/15/Apple_scab_SEM.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Myriangiales,Family:Elsinoaceae,Genus:Elsinoë	Elsinoë fawcettii	Sphaceloma citri,Sphaceloma fawcettii,Sporotrichum citri	
146	Clubroot	https://en.wikipedia.org/wiki/Clubroot	https://upload.wikimedia.org/wikipedia/commons/3/3f/Club_root_of_crucifers_symptoms.jpg				
147	Coconut nut rot						
148	Coffee berry borer	https://en.wikipedia.org/wiki/Hypothenemus_hampei	https://upload.wikimedia.org/wikipedia/commons/d/d2/Berry-borer.png	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Curculionidae,Genus:Hypothenemus	Hypothenemus hampei	Cryphalus hampei,Stephanoderes hampei,Stephanoderes coffeae,Xyleborus coffeivorus,Xyleborus cofeicola,Hypothenemus coffeae	
149	Coffee berry disease	https://en.wikipedia.org/wiki/Colletotrichum_kahawae	https://upload.wikimedia.org/wikipedia/commons/e/ee/Coffea_Arabica_Healthy_Plant_Leaves_and_Berries.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Colletotrichum kahawae		 getSynonyms 020: Synonyms not found
150	Coffee rust						
151	Cogon grass						
152	Colletotrichum nymphaeae	https://en.wikipedia.org/wiki/Colletotrichum	https://upload.wikimedia.org/wikipedia/commons/7/77/Colletotrichum_lindemuthianum.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:ColletotrichumCorda, 1831			 getSynonyms 020: Synonyms not found
153	Confused flour beetle	https://en.wikipedia.org/wiki/Confused_flour_beetle	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Tenebrionidae,Genus:Tribolium	Tribolium confusum		 getSynonyms 020: Synonyms not found
154	Corm rot						
155	Corm weevil						
156	Corn bacterial leaf blight	https://en.wikipedia.org/wiki/Pseudomonas	https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Pseudomonadales,Family:Pseudomonadaceae,Genus:PseudomonasMigula 1894		"Stutzerimonas" Lalucat,Flavimonas Holmes,Chryseomonas Holmes,Serpens Hespell	
157	Corn blight	https://en.wikipedia.org/wiki/Bipolaris	https://upload.wikimedia.org/wikipedia/commons/8/8e/Bipolaris_leaf_blight_of_Kentia_palm_caused_by_Bipolaris_incurvata_%288247859592%29.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:BipolarisShoemaker (1959)			 getSynonyms 020: Synonyms not found
158	Corn borer						
159	Corn brown spot	https://en.wikipedia.org/wiki/Physoderma_maydis	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Blastocladiomycota,Class:Physodermatomycetes,Order:Physodermatales,Family:Physodermataceae,Genus:Physoderma	Physoderma maydis		 getSynonyms 020: Synonyms not found
160	Corn earworm	https://en.wikipedia.org/wiki/Corn_earworm	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				
161	Corn eyespot						
162	Corn rust						
163	Corn seedling						
164	Corn weevil						
165	Cotton bollworm	https://en.wikipedia.org/wiki/Cotton_bollworm	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				
166	Cotton leafworm	https://en.wikipedia.org/wiki/Spodoptera_litura	https://upload.wikimedia.org/wikipedia/commons/1/1f/Male_moth_of_Spodoptera_litura.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera litura	Noctua litura,Noctua histrionica,Noctua elata,Prodenia ciligera,Prodenia tasmanica,Prodenia subterminalis,Prodenia glaucistriga,Prodenia declinata,Mamestra albisparsa,Prodenia evanescens,Orthosia conjuncta	
167	Cotton stainer bug						
168	Cottony rot	https://en.wikipedia.org/wiki/Sclerotinia_sclerotiorum	https://upload.wikimedia.org/wikipedia/commons/f/f1/Cluster_of_Apothecia.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Sclerotinia	Sclerotinia sclerotiorum	Hymenoscyphus sclerotiorum,Peziza sclerotiorum,Sclerotinia libertiana,Sclerotium varium,Whetzelinia sclerotiorum	
169	Crabgrass	https://en.wikipedia.org/wiki/Digitaria_sanguinalis	https://upload.wikimedia.org/wikipedia/commons/8/80/Digitaria_sanguinalis.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Digitaria	Digitaria sanguinalis	* Asperella,* Cynodon,* Dactilon,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Leptochloa,* Milium,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Paspalum,* Paspalum,* Paspalum,* Paspalum,* Sanguinaria,* Syntherisma,* Syntherisma,* Syntherisma,* Syntherisma	
170	Crater rot	https://en.wikipedia.org/wiki/Athelia_arachnoidea	https://upload.wikimedia.org/wikipedia/commons/e/e4/Athelia_arachnoidea_%28Berk.%29_J%C3%BClich_402467.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Atheliales,Family:Atheliaceae,Genus:Athelia	Athelia arachnoidea	Corticium arachnoideum,Terana arachnoidea,Athelia epiphylla,Hypochnus bisporus,Corticium bisporum,Corticium centrifugum,Athelia bispora,Rhizoctonia carotae,Fibularhizoctonia carotae	
171	Crickets	https://en.wikipedia.org/wiki/Cricket	https://upload.wikimedia.org/wikipedia/commons/6/61/Adelaide_Scoreboard1206.jpg				
172	Crowfoot grass						
173	Crown and spear rot						
174	Crown gall	https://en.wikipedia.org/wiki/Agrobacterium_tumefaciens	https://upload.wikimedia.org/wikipedia/commons/3/3b/A_tumefaciens_disease_cycle.jpg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Alphaproteobacteria,Order:Hyphomicrobiales,Family:Rhizobiaceae,Genus:Agrobacterium	Agrobacterium tumefaciens	Bacterium tumefaciens,Pseudomonas tumefaciens,Phytomonas tumefaciens,Polymonas tumefaciens,Agrobacterium fabacearum	
175	Crown rot disorder	https://en.wikipedia.org/wiki/Pathogen-associated_molecular_pattern	None				
176	Crown rot	https://en.wikipedia.org/wiki/Fusarium_oxysporum_f.sp._asparagi	https://upload.wikimedia.org/wikipedia/commons/5/56/Cordyceps_capitata.jpg				
177	Crown rot	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
178	Cucumber blight	https://en.wikipedia.org/wiki/Alternaria_cucumerina	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria cucumerina	Alternaria brassicae,Alternaria brassicae,Alternaria cyamopsidis,Alternaria cucumerina,Alternaria nigrescens,Macrosporium cucumerinum	
179	Cucumber Gummy stem blight	https://en.wikipedia.org/wiki/Didymella_bryoniae	https://upload.wikimedia.org/wikipedia/commons/f/f8/Didymella_bryoniae.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Didymellaceae,Genus:Didymella	Didymella bryoniae	Ascochyta citrullina,Ascochyta cucumis,Ascochyta melonis,Cercospora cucurbitae,Didymella effusa,Didymella melonis,Didymosphaeria bryoniae,Didymosphaeria effusa,Didymosphaeria melonis,Diplodina citrullina,Mycosphaerella citrullina,Mycosphaerella cucumis,Mycosphaerella melonis,Phyllosticta citrullina,Sphaerella bryoniae,Sphaerella citrullina,Sphaeria bryoniae	
180	Cucumber mosaic virus	https://en.wikipedia.org/wiki/Cucumber_mosaic_virus	https://upload.wikimedia.org/wikipedia/commons/3/3d/CMVCd.jpg	Kingdom:Orthornavirae,Phylum:Kitrinoviricota,Class:Alsuviricetes,Order:Martellivirales,Family:Bromoviridae,Genus:Cucumovirus		banana infectious,coleus mosaic,cowpea banding,cowpea ringspot,cucumber virus,lily ringspot,pea top,peanut yellow,southern celery,soybean stunt,spinach blight,tomato fern,pea western	
181	Cucurbit Alternaria Leaf Blight	https://en.wikipedia.org/wiki/Alternaria_cucumerina	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria cucumerina	Alternaria brassicae,Alternaria brassicae,Alternaria cyamopsidis,Alternaria cucumerina,Alternaria nigrescens,Macrosporium cucumerinum	
182	Cucurbit beetle	https://en.wikipedia.org/wiki/Aulacophora	https://upload.wikimedia.org/wikipedia/commons/8/8e/Aulacophora_nigripennis1.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Chrysomelidae,Subfamily:Galerucinae,Genus:AulacophoraChevrolat in Dejean, 1836		Raphidopalpa Chevrolat,Acutipalpa Rosenhauer,,Rhaphidopalpa Rosenhauer,,Ceratia Chapuis,,Triaplatys Fairmaire,,Cerania Weise,,Orthaulaca Weise,,Pachypalpa Weise,,Sphaerarthra Weise,	
183	Cucurbits Anthracnose	https://en.wikipedia.org/wiki/Colletotrichum_orbiculare	https://upload.wikimedia.org/wikipedia/commons/2/2f/Colletotrichum_orbiculare_1.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Colletotrichum orbiculare	Colletotrichum lagenaria,Colletotrichum oligochaetum,Cytospora orbicularis,Fusarium lagenaria,Gloeosporium lagenaria,Gloeosporium orbiculare,Glomerella cingulata,Glomerella lagenaria,Glomerella lagenaria,Myxosporium orbiculare,Sirogloea orbicularis	
184	Cutworm	https://en.wikipedia.org/wiki/Cutworm	https://upload.wikimedia.org/wikipedia/commons/2/2a/Neil_Phillips_-_Large_Yellow_Underwing_caterpiller_%28by%29.jpg				
185	Cyperaceous weeds						
186	Cyperus	https://en.wikipedia.org/wiki/Cyperus	https://upload.wikimedia.org/wikipedia/commons/9/9b/Cyperus_diffusus1.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae,Genus:CyperusL.		Acorellus Palla,Adupla Bosc,Aliniella J.Raynal,,Alinula J.Raynal,Androcoma Nees,Androtrichum (Brongn.),Anosporum Nees,Antrolepis Welw.,Ascolepis Nees,Ascopholis C.E.C.Fisch.,Atomostylis Steud.,Borabora Steud.,Chlorocyperus Rikli,Comostemum Nees,Courtoisina Soják,Crepidocarpus Klotzsch,Cylindrolepis Boeckeler,Cyprolepis Steud.,Diclidium Schrad.,Didymia Phil.,Distimus Raf.,Duval-jouvea Palla,Epiphystis Trin.,Eucyperus Rikli,Galilea Parl.,Hedychloe Raf.,Hemicarpha Nees,Hydroschoenus Zoll.,Hypaelyptum Vahl,Indocourtoisia Bennet,Juncellus C.B.Clarke,Killinga T.Lestib.,Kyllinga Rottb.,Kyllingiella R.W.Haines,Lipocarpha R.Br.,Lyprolepis Steud.,Mariscopsis Cherm.,Marisculus Goetgh,Mariscus Gaertn.,,Mariscus Vahl,,Megarrhena Schrad.,Opetiola Gaertn.,Oxycaryum Nees,Papyrus Willd.,Platylepis Kunth,Pseudomariscus Rauschert,Pterachne Schrad.,Pterocyperus Opiz,Pterogyne Schrad.,Pycreus P.Beauv.,Queenslandiella Domin,Raynalia Soják,Remirea Aubl.,Rikliella J.Raynal,Sorostachys Steud.,Sphaerocyperus Lye,Sphaeromariscus E.G.Camus,Thryocephalon J.R.Forst.,Torreya Raf.,Torulinium Desv.,Trentepohlia Boeckeler,Ungeria Nees,Volkiella Merxm.	
187	Cyst nematode	https://en.wikipedia.org/wiki/Heterodera_carotae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Heteroderidae,Genus:Heterodera	Heterodera carotae		 getSynonyms 020: Synonyms not found
188	Dagger nematode	https://en.wikipedia.org/wiki/Xiphinema	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Nematoda,Class:Enoplea,Order:Dorylaimida,Family:Longidoridae,Genus:XiphinemaCobb, 1913			 getSynonyms 020: Synonyms not found
189	Damping off	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 getSynonyms 020: Synonyms not found
190	Damping-off	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 getSynonyms 020: Synonyms not found
191	Diamond fruit spot						
192	Diamondback moth	https://en.wikipedia.org/wiki/Diamondback_moth	https://upload.wikimedia.org/wikipedia/commons/9/9f/Chrysoperla_zlotook_pospolity.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Plutellidae,Genus:Plutella	Plutella xylostella	Phalaena xylostella,Phalaena xylostella,Phalaena tinea,Cerostoma xylostella,Cerostoma maculipennis,Plutella maculipennis,Plutella albovenosa,Plutella karsholtella,Plutella cruciferarum,Plutella brassicella,Plutella limbipennella,Plutella mollipedella,Gelechia cicerella,Tinea galeatella,Plutella dubiosella,Plutella dudiosalla	
193	Dieback of carrots	https://en.wikipedia.org/wiki/Pythium_debaryanum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:Pythium	Pythium debaryanum	Eupythium debaryanum	
194	Diplodia ear rot	https://en.wikipedia.org/wiki/Stenocarpella_maydis	https://upload.wikimedia.org/wikipedia/commons/6/69/Corn_Diplodia_disease_cycle_Crop_Protection_Network.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Diaporthales,Family:Diaporthaceae,Genus:Stenocarpella	Stenocarpella maydis		 getSynonyms 020: Synonyms not found
195	Diplodia leaf spot						
196	Diplodia stem end rot	https://en.wikipedia.org/wiki/Lasiodiplodia_theobromae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Botryosphaeriales,Family:Botryosphaeriaceae,Genus:Lasiodiplodia	Lasiodiplodia theobromae	Botryodiplodia ananassae,Botryodiplodia elasticae,Botryodiplodia theobromae,Botryodiplodia tubericola,Botryosphaeria rhodina,Chaetodiplodia grisea,Diplodia ananassae,Diplodia gossypina,Diplodia theobromae,Diplodia tubericola,Lasiodiplodia nigra,Lasiodiplodia triflorae,Lasiodiplodia tubericola,Lasiodiplodiella triflorae,Macrophoma vestita	
197	Dirty panicle						
198	Downy mildew	https://en.wikipedia.org/wiki/Peronosporaceae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae			 getSynonyms 020: Synonyms not found
199	Ear rot						
200	Early blight	https://en.wikipedia.org/wiki/Alternaria_solani	https://upload.wikimedia.org/wikipedia/commons/0/04/Alternaria_solani_-_leaf_lesions.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria solani	Alternaria solani,Macrosporium solani	
201	Earthworm	https://en.wikipedia.org/wiki/Earthworm	https://upload.wikimedia.org/wikipedia/commons/7/77/Close_up_of_earthworm.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Annelida,Clade:Pleistoannelida,Clade:Sedentaria,Class:Clitellata,Order:Opisthopora			 getSynonyms 020: Synonyms not found
202	Earworm	https://en.wikipedia.org/wiki/Earworm	https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg				
203	East Indian crabgrass	https://en.wikipedia.org/wiki/Digitaria_setigera	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Digitaria	Digitaria setigera		 getSynonyms 020: Synonyms not found
204	Echinochloa spp.						
205	Eggplant blight	https://en.wikipedia.org/wiki/Phytophthora_capsici	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora capsici	Phytophthora parasitica	
206	Eggplant fruit & shoot borer	https://en.wikipedia.org/wiki/Leucinodes_orbonalis	https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Leucinodes	Leucinodes orbonalis		 getSynonyms 020: Synonyms not found
207	Egyptian cotton leafworm						
208	Eutypa dieback						
209	Fall Armyworm	https://en.wikipedia.org/wiki/Fall_armyworm	https://upload.wikimedia.org/wikipedia/commons/0/05/-_9666_%E2%80%93_Spodoptera_frugiperda_%E2%80%93_Fall_Armyworm_Moth_%2814862753532%29.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera frugiperda		 getSynonyms 020: Synonyms not found
210	Fern grass						
211	Field bindweed						
212	Field crickets	https://en.wikipedia.org/wiki/Field_cricket	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				
213	Field rats						
214	Fimbry Sedge						
215	Finger rot						
216	Fireweed	https://en.wikipedia.org/wiki/Crassocephalum_crepidioides	https://upload.wikimedia.org/wikipedia/commons/f/f3/Crassocephalum_crepidioides_by_kadavoor.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Asterales,Family:Asteraceae,Genus:Crassocephalum	Crassocephalum crepidioides	Gynura crepidioides,Crassocephalum diversifolium,Gynura diversifolia,Gynura microcephala,Gynura polycephala,Senecio crepidioides,Senecio diversifolius	
217	Flea beetle	https://en.wikipedia.org/wiki/Flea_beetle	https://upload.wikimedia.org/wikipedia/commons/4/4c/Altica.lythri.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Chrysomelidae,Subfamily:Galerucinae			 getSynonyms 020: Synonyms not found
218	Flies						
219	Flower weevil						
220	Forking, brown root	https://en.wikipedia.org/wiki/Pythium_paroecandrum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:Pythium	Pythium paroecandrum		 getSynonyms 020: Synonyms not found
221	Frogeye leaf spot						
222	Fruit and shoot borer						
223	Fruit borer						
224	Fruit fly	https://en.wikipedia.org/wiki/Drosophilidae	https://upload.wikimedia.org/wikipedia/commons/7/7f/Drosophilidae_compound_eye_edit1.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Diptera,Family:DrosophilidaeRondani, 1856			 getSynonyms 020: Synonyms not found
225	Fruit rot	https://en.wikipedia.org/wiki/Fruit_rot	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				
226	Fruit spot						
227	Fruitlet core rot	https://en.wikipedia.org/wiki/Penicillium_funiculosum	https://upload.wikimedia.org/wikipedia/commons/9/9f/Funicone.svg	Kingdom:Fungi,Division:Ascomycota,Class:Eurotiomycetes,Order:Eurotiales,Family:Aspergillaceae,Genus:Penicillium	Penicillium funiculosum	Penicillium aurantiacum,Penicillium rubicundum,Penicillium varians	
228	Fruitworm						
229	Fungal pests						
230	Fusariosis						
231	Fusarium	https://en.wikipedia.org/wiki/Fusarium	https://upload.wikimedia.org/wikipedia/commons/d/d7/Fusarium_Micro_and_Macro_conidia.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:FusariumLink (1809)[1]		Bidenticula Deighton,Cyanonectria Samuels,Disco-fusarium Petch,Fusidomus Grove,Fusisporium Link,Geejayessia Schroers,,Gibberella Sacc.,Gibberella subgen.,Haematonectria Samuels,Hyaloflorea Bat.,Lachnidium Giard,Lisea Sacc.,Lisiella (Cooke,Neocosmospora E.F.Sm.,Nothofusarium Crous,,Pionnotes Fr.,Pseudofusarium Matsush.,Pycnofusarium Punith.,Rachisia Lindner,Selenosporium Corda,Septorella Allesch.,Sporotrichella P.Karst.,Stagonostroma Died.,Trichofusarium Bubák,Ustilaginoidella Essed	
232	Fusarium Basal Rot	https://en.wikipedia.org/wiki/Fusarium_oxysporum	https://upload.wikimedia.org/wikipedia/commons/f/f9/K7725-1-sm.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium oxysporum		 getSynonyms 020: Synonyms not found
233	Fusarium dry rot	https://en.wikipedia.org/wiki/Fusarium_oxysporum_f.sp._cubense	https://upload.wikimedia.org/wikipedia/commons/6/65/Fusarium_Oxysporum_F.SP._Cubense_Pronunciation.ogg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium odoratissimum	Foc	
234	Fusarium fruit rot						
235	Fusarium pallidoroseum	https://en.wikipedia.org/wiki/Fusarium_pallidoroseum	https://upload.wikimedia.org/wikipedia/commons/5/56/Cordyceps_capitata.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium pallidoroseum	Fusisporium pallidoroseum,Fusarium semitectum,Fusarium pallidoroseum	
236	Fusarium solani	https://en.wikipedia.org/wiki/Fusarium_solani	https://upload.wikimedia.org/wikipedia/commons/d/db/Fusarium_solani_%28257_25%29_Cultured_and_stained_deuteromycetes.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium solani	Fusisporium solani,Fusarium solani,Neocosmospora solani,Fusarium martii,Nectria cancri,Fusarium striatum,Fusarium solani,Cephalosporium keratoplasticum,Fusarium solani,Cylindrocarpon vaginae	
237	Fusarium spp.						
238	Fusarium wilt	https://en.wikipedia.org/wiki/Fusarium_oxysporum	https://upload.wikimedia.org/wikipedia/commons/f/f9/K7725-1-sm.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium oxysporum		 getSynonyms 020: Synonyms not found
239	Garlic,Onion blight	https://en.wikipedia.org/wiki/Botrytis_squamosa	https://upload.wikimedia.org/wikipedia/commons/2/2e/Botrytis_squamosa_on_Cepa_allium%2C_bladvlekkenziekte_op_ui.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis squamosa		 getSynonyms 020: Synonyms not found
240	Giant african snail						
241	Giant hygro	https://en.wikipedia.org/wiki/Hygrophila_corymbosa	https://upload.wikimedia.org/wikipedia/commons/e/ee/Hygrophila_corymbosa_siamensis.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Lamiales,Family:Acanthaceae,Genus:Hygrophila	Hygrophila corymbosa	Nomaphila stricta	
242	Giant sensitive plant	https://en.wikipedia.org/wiki/Mimosa_diplotricha	https://upload.wikimedia.org/wikipedia/commons/1/1d/Giant_false_sensitive_plant_%28Mimosa_diplotricha%29_from_Mindanao%2C_Philippines_1.jpg	:Mimosa diplotricha inflorescence and thorns,Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Fabales,Family:Fabaceae,Subfamily:Caesalpinioideae,Clade:Mimosoid clade,Genus:Mimosa	Mimosa diplotricha		 getSynonyms 020: Synonyms not found
243	Golden apple snail						
